qid,state_name,lat,lon,name_en,name_hi,name_ta,name_te,name_kn,name_ml,name_bn,name_or,name_mr,name_gu,image_url,deity,religion,architecture_style,commissioned_by,founded_by,inception,heritage_status,inscription,commons_category,wiki_image_url,best_image_url,image_license,image_author,wikipedia_en
Q100321322,,20.705380,70.956630,Gangeshwar Mahadev Temple,गंगेश्वर महादेव मंदिर,,గంగేశ్వర మహాదేవ్ ఆలయం,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Gangeshwar_Mahadev_Temple
Q101314175,Telangana,15.877000,78.132000,Alampur Jogulamba Temple,"जोगुलम्बा मंदिर, आलमपुर",,జోగులాంబ దేవాలయం,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Jogulamba%20temple%20gopuram%20alampur.JPG?width=640,,,,,,,,,Alampur Jogulamba Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Jogulamba%20temple%20gopuram%20alampur.JPG?width=640,,,"https://en.wikipedia.org/wiki/Jogulamba_Temple,_Alampur"
Q102220012,,26.434083,91.408305,Basudev Devalaya,,வசுதேவர் தேவாலயம்,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Basudev_Devalaya
Q104586803,,31.085300,77.142500,"Sankat Mochan Temple, Shimla",,,సంకట్ మోచన్ ఆలయం (సిమ్లా),ಸಂಕಟ್ ಮೋಚನ್ ದೇವಾಲಯ,,,,,,,,,,,,,,,,,,,,"https://en.wikipedia.org/wiki/Sankat_Mochan_Temple,_Shimla"
Q104845865,Uttar Pradesh,27.445317,83.953475,Valmiki Ashram,वाल्मीकि आश्रम,,,,,বাল্মীকি আশ্রম,,,,,,,,,,,State Protected Monument,,"Valmiki Ashram, Bithoor",https://upload.wikimedia.org/wikipedia/commons/e/e1/Balmiki_ashram_2.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e1/Balmiki_ashram_2.jpg,,,https://en.wikipedia.org/wiki/Valmiki_Ashram
Q104848853,,24.492480,86.699970,Baidyanath Dham,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/9b/BaidyanathDham_Achham2.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9b/BaidyanathDham_Achham2.jpg,,,https://en.wikipedia.org/wiki/Baidyanath_Dham_(Nepal)
Q104852021,,21.318831,81.812331,Mata Kaushalya Temple,MATA KAUSHALYA TEMPLE,,,,,মাতা কৌশল্যা মন্দির,ମାତା କୌଶଲ୍ୟା ମନ୍ଦିର,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Mata_Kaushalya_Temple
Q104854135,,20.513060,86.037840,Madhabananda Temple,,மாதாபனந்தா கோயில்,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Madhabananda_Temple
Q104859565,Chhattisgarh,20.608359,82.045487,Bhooteshwarnath,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Bhooteshwarnath%20Temple%2002.jpg?width=640,Shiva,,,,,,,,Bhooteshwarnath Temple,https://upload.wikimedia.org/wikipedia/commons/4/4c/Bhuteshwarnath.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4c/Bhuteshwarnath.jpg,,,https://en.wikipedia.org/wiki/Bhooteshwarnath
Q104861310,,19.416500,72.901500,Tungareshwar Temple,,,,,തുംഗാരേശ്വർ ക്ഷേത്രം,,,तुंगारेश्वर मंदिर,,http://commons.wikimedia.org/wiki/Special:FilePath/Close%20View%20of%20Tungareshwar%20Temple.jpg?width=640,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c7/Tungareshwar_Temple_at_Vasai%2C_Mumbai.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c7/Tungareshwar_Temple_at_Vasai%2C_Mumbai.jpg,,,https://en.wikipedia.org/wiki/Tungareshwar_Temple
Q104865496,Madhya Pradesh,23.918281,78.222487,Gadarmal Devi temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Gadarmal%20Temple%20Badoh.jpg?width=640,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/ae/Gadarmal_Temple_Badoh.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ae/Gadarmal_Temple_Badoh.jpg,,,https://en.wikipedia.org/wiki/Gadarmal_Devi_Temple
Q104866660,Telangana,17.169683,79.582198,"Erakeswara Temple, Pillalamarri","एराकेश्वर मन्दिर, पिल्लालमर्री",,ఎఱకేశ్వర దేవాలయం,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Erakesvara%20temple%2C%20Pillalamarri%2C%20Suryapet%20district%2C%20Telangana%2003.jpg?width=640,,,,,,,,,"Erakeswara Temple, Pillalamarri",https://upload.wikimedia.org/wikipedia/commons/9/90/Pillala-marri-temple-Suryapet-Nalgonda.jpg,https://upload.wikimedia.org/wikipedia/commons/9/90/Pillala-marri-temple-Suryapet-Nalgonda.jpg,,,"https://en.wikipedia.org/wiki/Erakeswara_Temple,_Pillalamarri"
Q104867029,,16.938222,82.073778,"Kodandarama Temple, Gollala Mamidada",,,కోదండ రామ దేవాలయం,,,,,,,,,,,,,,,,,,,,,"https://en.wikipedia.org/wiki/Kodandarama_Temple,_Gollala_Mamidada"
Q104867203,Telangana,17.169157,79.584757,"Nameswara Temple, Pillalamarri",,,నామేశ్వర దేవాలయం,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/1200%20CE%20Nameshwara%20temple%20Pillalamari%2C%20Kakatiya%20era%2C%20Suryapet%20Telangana%20India%20-%2001.jpg?width=640,,,,,,,,,"Nameshwara temple, Pillalamarri",,http://commons.wikimedia.org/wiki/Special:FilePath/1200%20CE%20Nameshwara%20temple%20Pillalamari%2C%20Kakatiya%20era%2C%20Suryapet%20Telangana%20India%20-%2001.jpg?width=640,,,"https://en.wikipedia.org/wiki/Nameswara_Temple,_Pillalamarri"
Q104869508,,34.021722,74.994889,"Jwala Ji Temple, Khrew J&K","ज्वाला जी मन्दिर, खेरउ",,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Khrew%20%28cropped%29.jpg?width=640,,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Khrew%20%28cropped%29.jpg?width=640,,,https://en.wikipedia.org/wiki/Jwala_Ji_Temple_(Kashmir)
Q104878294,,19.622279,75.014081,"Siddheshwar temple, Toka",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Siddheshwar%20Temple%2C%20Toka%2C%20Maharashtra.png?width=640,,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Siddheshwar%20Temple%2C%20Toka%2C%20Maharashtra.png?width=640,,,"https://en.wikipedia.org/wiki/Siddheshwar_Temple,_Toka"
Q104882239,Uttar Pradesh,,,Lodi Baba Mandir,,உலோதி பாபா மந்திர்,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Lodi_Baba_Mandir
Q104901891,,,,Ariyanayagiamman Temple,,"அரியநாயகியம்மன் கோயில், கீழாநிலைக்கோட்டை",,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Ariyanayagiamman_Temple
Q105081437,West Bengal,23.424850,88.388750,Temple of Vedic Planetarium,वैदिक तारामण्डल मन्दिर,,,,,বৈদিক তারামণ্ডল মন্দির,"ଶ୍ରୀ ମାୟା ଚନ୍ଦ୍ରୋଦୟ ମନ୍ଦିର, ମାୟାପୁର",,,http://commons.wikimedia.org/wiki/Special:FilePath/Chandrodaya%20temple%20at%20ISKCON%2C%20Mayapur%20in%20Nadia%20District%2C%20West%20Bengal%2C%20India%2001.jpg?width=640,,,,,,,,,Temple of Vedic Planetarium,,http://commons.wikimedia.org/wiki/Special:FilePath/Chandrodaya%20temple%20at%20ISKCON%2C%20Mayapur%20in%20Nadia%20District%2C%20West%20Bengal%2C%20India%2001.jpg?width=640,,,https://en.wikipedia.org/wiki/Temple_of_the_Vedic_Planetarium
Q105095213,Assam,26.758889,94.214722,Burhi Gosani Devalaya Jorhat,,,జోర్హాట్ బుర్హి గోసాని దేవాలయం,,,বুঢ়ীগোঁসানী দেবালয়,,,,http://commons.wikimedia.org/wiki/Special:FilePath/SRI%20SRI%20BURHI%20GOSANI%20DEVALAYA%20Jorhat%20Assam%20India.jpg?width=640,,,,,,1794-01-01T00:00:00Z,,,Burhi Gosani Devalaya Jorhat,https://upload.wikimedia.org/wikipedia/commons/1/18/SRI_SRI_BURHI_GOSANI_DEVALAYA_Jorhat_Assam_India.jpg,https://upload.wikimedia.org/wikipedia/commons/1/18/SRI_SRI_BURHI_GOSANI_DEVALAYA_Jorhat_Assam_India.jpg,,,https://en.wikipedia.org/wiki/Burhi_Gosani_Devalaya_Jorhat
Q105095615,,24.376273,84.864287,Kauleshwari Temple,,,కౌలేశ్వరి ఆలయం,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Kauleshwari_Temple
Q105200658,,26.633885,85.484895,Haleshwar Sthan,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Haleshwar_Sthan
Q105359812,Assam,26.218850,93.827500,Deopani Durga Mandir,,தியோபனி துர்கா மந்திர்,దేవపాని దుర్గా మందిరం,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Deopani%20Durga%20temple.jpg?width=640,,,,,,,,,Deopani Durga Mandir,https://upload.wikimedia.org/wikipedia/commons/9/90/Deopani_Durga_Mandir_%2CAssam.jpg,https://upload.wikimedia.org/wikipedia/commons/9/90/Deopani_Durga_Mandir_%2CAssam.jpg,,,https://en.wikipedia.org/wiki/Deopani_Durga_Mandir
Q105424745,,26.241780,91.543970,Shri Kedar Temple,,சிறீ கேதார் கோயில்,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Shri_Kedar_Temple
Q105540801,Himachal Pradesh,,,Narbadeshwar Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Narbadeshwar%20Temple%27.JPG?width=640,Shiva,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Narbadeshwar%20Temple%27.JPG?width=640,,,https://en.wikipedia.org/wiki/Narbadeshwar_Temple
Q105722521,,,,Prachin Shiv Mandir Bharatpura Bihar,प्राचीन शिव मंदिर भरतपुरा बिहार,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Prachin%20Shiv%20Mandir%20Bharatpura%20Bihar.jpg?width=640,,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Prachin%20Shiv%20Mandir%20Bharatpura%20Bihar.jpg?width=640,,,
Q106081535,Karnataka,15.126194,75.473556,"Someshwara temple, Lakshmeswar",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Someshwara%20temple%20at%20Lakshmeshwara.jpg?width=640,,,,,,,,,"Someshwara temple, Lakshmeshwara",,http://commons.wikimedia.org/wiki/Special:FilePath/Someshwara%20temple%20at%20Lakshmeshwara.jpg?width=640,,,
Q106371849,Himachal Pradesh,32.148333,76.419167,Shri Chamunda Devi Mandir,चामुंडा देवी मंदिर,சாமுண்டா தேவி கோயில்,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Chamunda%20Devi%20Temple%2030.JPG?width=640,,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Chamunda%20Devi%20Temple%2030.JPG?width=640,,,https://en.wikipedia.org/wiki/Shri_Chamunda_Devi_Mandir
Q106390410,,24.244722,86.701944,"Maa Pathrol Kali Temple, Madhupur",,,,,,,,,,,,,,,,,,,,,,,,"https://en.wikipedia.org/wiki/Pathrol_Kali_Temple,_Madhupur"
Q106462775,Odisha,21.474000,83.959000,Maa Samleswari Temple,समलेश्वरी मन्दिर,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Samlei%20Gudi%20%28Samaleswari%20Temple%29.jpg?width=640,,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Samlei%20Gudi%20%28Samaleswari%20Temple%29.jpg?width=640,,,https://en.wikipedia.org/wiki/Samleswari_Temple
Q106512884,Madhya Pradesh,24.398944,80.447472,Parvati Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mithuna%2C%20Nachna%2C%20Parvati-Tempel%202.jpg?width=640,,,,,,,,,"Parvati temple, Nachna",,http://commons.wikimedia.org/wiki/Special:FilePath/Mithuna%2C%20Nachna%2C%20Parvati-Tempel%202.jpg?width=640,,,"https://en.wikipedia.org/wiki/Parvati_temple,_Nachna"
Q106606477,Andhra Pradesh,15.133722,78.673945,"Sri Lakshmi Narasimha Swamy Temple, Ahobilam",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Prahlada%20Varada%20Temple%2C%20Ahobilam%20under%20renovation%2C%20January%202020.jpg?width=640,,,,,,,State Protected Monument,,"Sri Lakshmi Narasimha Swamy Temple, Ahobilam",,http://commons.wikimedia.org/wiki/Special:FilePath/Prahlada%20Varada%20Temple%2C%20Ahobilam%20under%20renovation%2C%20January%202020.jpg?width=640,,,
Q106726537,,16.815000,80.125000,Vedadri Narasimha Temple,,,వేదాద్రి నరసింహ ఆలయం,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/52/Vedadri4.jpg,https://upload.wikimedia.org/wikipedia/commons/5/52/Vedadri4.jpg,,,https://en.wikipedia.org/wiki/Vedadri_Narasimha_Temple
Q106946645,Uttar Pradesh,27.650278,77.373611,Śrī Rādhā Rānī Temple,श्री राधा रानी मंदिर (बरसाना),இராதா ராணி கோயில்,రాధా రాణి ఆలయం,ರಾಧಾರಾಣಿ ದೇವಸ್ಥಾನ,,রাধারানী মন্দির,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Radharani%20Temple%20Barsana%203.jpg?width=640,,,,,,,,,Radha Rani Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Radharani%20Temple%20Barsana%203.jpg?width=640,,,https://en.wikipedia.org/wiki/Radha_Rani_Temple
Q107040549,,34.009771,75.311833,Mamaleshwar Temple,श्री मामलेश्वर मंदिर,மாமலேசுவர் கோவில்,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mamaleshwar%20Temple%20-%20Pahalgam%2C%20Kashmir.jpg?width=640,,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mamaleshwar%20Temple%20-%20Pahalgam%2C%20Kashmir.jpg?width=640,,,https://en.wikipedia.org/wiki/Mamal_Temple
Q107176056,,20.657631,74.673651,"Mankeshwar temple, Zodage",,,,,,,,,,,,,,,,,,,,,,,,"https://en.wikipedia.org/wiki/Mankeshwar_temple,_Zodage"
Q107176652,,9.879800,78.071100,"Arulmigu Subramaniya Swamy Temple, Thiruparankundram",,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/73/Thiruparamkundram_%281%29.jpg,https://upload.wikimedia.org/wikipedia/commons/7/73/Thiruparamkundram_%281%29.jpg,,,"https://en.wikipedia.org/wiki/Arulmigu_Subramaniya_Swamy_Temple,_Thiruparankundram"
Q107304788,,30.256600,77.742500,"Siddhpeeth Shri Shakumbhari Devi, Saharanpur",सिद्धपीठ श्री शाकुंभरी देवी मंदिर,,,,,,,,,,,,,,,,,,,,,,,"https://en.wikipedia.org/wiki/Siddhpeeth_Shri_Shakumbhari_Devi,_Saharanpur"
Q107353712,Andhra Pradesh,15.471083,78.628056,Mahanandi Temple,,,మహానందీశ్వరాలయం,,,,,,,,,,,,,,,,Mahanandi Temple,,,,,
Q107394950,,26.148961,85.910353,Baba Mukteshwarnath Dham,,,,,,,ବାବା ମୁକ୍ତେଶ୍ଵର ଧାମ,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b8/Baba_Mukteshwarnath_Temple.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b8/Baba_Mukteshwarnath_Temple.jpg,,,https://en.wikipedia.org/wiki/Baba_Mukteshwar_Dham
Q107406775,Telangana,17.976583,78.858222,"Rudreswara Swamy Temple, Kondapak",,,"రుద్రేశ్వర స్వామి దేవాలయం, కొండపాక్",,,,,,,,,,,,,,,,"Rudreswara Swamy Temple, Kondapak",,,,,
Q107407578,Telangana,17.930028,78.895667,"Mallanna Swamy Temple, Komuravelle",,,,,,,,,,,,,,,,,,,"Mallanna Swamy Temple, Komuravelle",,,,,
Q107407716,Telangana,18.248972,79.013139,"Lakshmi Narasimha Swamy Temple, Bejjanki",,,,,,,,,,,,,,,,,,,"Lakshmi Narasimha Swamy Temple, Bejjanki",,,,,
Q107417120,Telangana,18.493889,79.096111,Chikati Gudi,,,,,,,,,,,,,,,,,,,Chikati Gudi,,,,,
Q107418148,,10.962811,78.178639,"Agatheeswarar Temple, Karur",,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b1/Agatheeswarar_Temple%2C_Karur.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b1/Agatheeswarar_Temple%2C_Karur.jpg,,,"https://en.wikipedia.org/wiki/Agatheeswarar_Temple,_Karur"
Q107481592,,20.256111,85.838333,Lokanath Siva Temple,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Lokanath_Siva_Temple
Q107537688,Assam,26.343057,92.776127,Maha Mrityunjay Temple,महामृत्युंजय मंदिर,,,,,মহা মৃত্যুঞ্জয় মন্দির,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mahamrityunjoy%20mandir%20nagon.jpg?width=640,,,,,,,,,Maha Mrityunjay Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Mahamrityunjoy%20mandir%20nagon.jpg?width=640,,,https://en.wikipedia.org/wiki/Maha_Mrityunjay_Temple
Q107546783,Andhra Pradesh,16.962028,82.051944,Veerabhadra temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/9th%20century%20Virabhadra%20temple%2C%20Biccavolu%20Andhra%20Pradesh%20-%2009.jpg?width=640,,,,,,,Monument of National Importance,,"Virabhadra Gudi, Biccavolu",,http://commons.wikimedia.org/wiki/Special:FilePath/9th%20century%20Virabhadra%20temple%2C%20Biccavolu%20Andhra%20Pradesh%20-%2009.jpg?width=640,,,
Q107584183,,21.313200,70.291000,"Radha Damodar Temple, Junagadh",,,"రాధా దామోదర్ ఆలయం, జునాగఢ్","ರಾಧಾ ದಾಮೋದರ ದೇವಸ್ಥಾನ, ಜುನಾಗಢ",,"রাধা দামোদর মন্দির, জুনাগড়","ରାଧା ଦାମୋଦର ମନ୍ଦିର, ଜୁନାଗଡ଼",,"રાધા દામોદર મંદિર, જૂનાગઢ",,,,,,,,,,,,,,,"https://en.wikipedia.org/wiki/Radha_Damodar_Temple,_Junagadh"
Q107639494,,30.012800,79.522900,Badhangarhi temple,,,,,,বাধনগড়ী মন্দির,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/01/Badhangarhitemple.jpg,https://upload.wikimedia.org/wikipedia/commons/0/01/Badhangarhitemple.jpg,,,https://en.wikipedia.org/wiki/Badhangarhi_Temple
Q107723130,,21.091944,76.006111,Changdeva Temple,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/0b/Stone_carved_Idols_of_Hindu_deities_lying_at_Changdev_Temple_Muktainagar_Dist._Jalgaon_Maharashtra_India_%282%29.JPG,https://upload.wikimedia.org/wikipedia/commons/0/0b/Stone_carved_Idols_of_Hindu_deities_lying_at_Changdev_Temple_Muktainagar_Dist._Jalgaon_Maharashtra_India_%282%29.JPG,,,https://en.wikipedia.org/wiki/Changdeva_Temple
Q107862480,,11.005730,76.978401,Arulmigu Munthi Vinayagar Temple,,அருள்மிகு முந்தி விநாயகர் திருக்கோயில்,పులియాకుళం వినాయగర్ దేవాలయం,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/5f/Puliakulam_Vinayagar.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5f/Puliakulam_Vinayagar.jpg,,,https://en.wikipedia.org/wiki/Arulmigu_Munthi_Vinayagar_Temple
Q108044031,Kerala,,,Ayyappanmudi,,அய்யப்பன்முடி,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Ayyappanmudi.jpg?width=640,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/4c/Ayyappanmudi.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4c/Ayyappanmudi.jpg,,,https://en.wikipedia.org/wiki/Ayyappanmudi
Q108443364,Andhra Pradesh,13.603500,79.577000,"Parasurameswara Temple, Gudimallam",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Parasurameswara%20temple%20plan%2C%20Gudimallam%20Andhra%20Pradesh%20India.jpg?width=640,,,,,,,,,"Parasurameswara Temple, Gudimallam",,http://commons.wikimedia.org/wiki/Special:FilePath/Parasurameswara%20temple%20plan%2C%20Gudimallam%20Andhra%20Pradesh%20India.jpg?width=640,,,
Q108444215,,,,Mamaleshwar Mahadev,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Mamaleshwar_Mahadev
Q108485694,Gujarat,21.791169,70.689375,Khodaldham,,,,,,,,,,,,,,,,,,,Khodaldham,,,,,https://en.wikipedia.org/wiki/Khodaldham
Q108582193,,27.583269,77.697643,"Nidhivan, Vrindavan","निधिवन, वृंदावन",,"నిధివన్, బృందావన్","ನಿಧಿವನ, ವೃಂದಾವನ",,নিধিবন,,,,,,,,,,,,,"Nidhivan, Vrindavan",,,,,"https://en.wikipedia.org/wiki/Nidhivan,_Vrindavan"
Q108618882,,,,"Swayambhunathaswamy Temple, Peralam",,பேரளம் சுயம்புநாதசுவாமி கோயில்,,,,,,,,,,,,,,,,,,,,,,"https://en.wikipedia.org/wiki/Swayambhunathaswamy_Temple,_Peralam"
Q10861970,Kerala,8.765000,76.689444,Palakkavu Bhagavathi temple,,பாலக்காவு பகவதி கோயில்,,,പാലക്കാവ് ഭഗവതി ക്ഷേത്രം,,,,,,,,,,,,,,Palakkavu Bhagavathi temple,,,,,https://en.wikipedia.org/wiki/Palakkavu_Bhagavathi_Temple
Q108659246,Himachal Pradesh,,,Jagdambe Mata Temple,,,,,,,,,,,,,,,,,,,,,,,,
Q108699808,Gujarat,24.038278,73.048222,"Brahma Temple, Khedbrahma",,,"బ్రహ్మ ఆలయం, ఖేదబ్రహ్మ",,,,"ବ୍ରହ୍ମା ମନ୍ଦିର, ଖେଦବ୍ରହ୍ମା",,,http://commons.wikimedia.org/wiki/Special:FilePath/Brahmaji%20Temple%20of%20Khedbrahma2.jpg?width=640,,,,,,,,,"Brahma Temple, Khedbrahma",https://upload.wikimedia.org/wikipedia/commons/2/24/Brahmaji_Temple_of_Khedbrahma2.jpg,https://upload.wikimedia.org/wikipedia/commons/2/24/Brahmaji_Temple_of_Khedbrahma2.jpg,,,"https://en.wikipedia.org/wiki/Brahma_Temple,_Khedbrahma"
Q1089275,Gujarat,22.335900,69.086900,Nageshvara Jyotirlinga,"नागेश्वर मंदिर, द्वारका",நாகேஸ்வரர் கோயில்,నాగేశ్వర జ్యోతిర్లింగం,ಶ್ರೀ ನಾಗೇಶ್ವರ ಜ್ಯೋತಿರ್ಲಿಂಗ,നാഗേശ്വർ ജ്യോതിർലിംഗം,নাগেশ্বর মন্দির,ନାଗେଶ୍ଵର ଜ୍ୟୋତିର୍ଲିଙ୍ଗ,नागेश्वर,નાગેશ્વર મંદિર,http://commons.wikimedia.org/wiki/Special:FilePath/Nageshvar%20jyotirlinga%20temple%20near%20Dwarka%2C%20west%20of%20Jamnagar%20Gujarat.jpg?width=640,Shiva,Shaivism,,,,,,,Nageshvara Jyotirlinga,,http://commons.wikimedia.org/wiki/Special:FilePath/Nageshvar%20jyotirlinga%20temple%20near%20Dwarka%2C%20west%20of%20Jamnagar%20Gujarat.jpg?width=640,,,https://en.wikipedia.org/wiki/Nageshwar_Jyotirlinga
Q1089897,Jharkhand,24.492500,86.700000,Vaidyanath Jyotirlinga,वैद्यनाथ मन्दिर,பைத்தியநாத் கோவில்,వైద్యనాథ జ్వోతిర్లింగం - చితా భూమి,ಶ್ರೀ ವೈದ್ಯನಾಥ ಜ್ಯೋತಿರ್ಲಿಂಗ,വൈദ്യനാഥ ക്ഷേത്രം,বৈদ্যনাথ মন্দির,ବୈଦ୍ୟନାଥ,,,http://commons.wikimedia.org/wiki/Special:FilePath/Temples%20at%20Deorgag%2C%20Santal%20Parhanas%2C%20Bihar%20-%20William%20Hodges%2C%201782%20-%20BL%20Foster%20396.jpg?width=640,Shiva,,,,,,,,"Baidyanath Jyotirlinga, Deoghar",https://upload.wikimedia.org/wikipedia/commons/3/3f/Baidyanath_temple_and_temple_complex%2C_Deoghar_04.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3f/Baidyanath_temple_and_temple_complex%2C_Deoghar_04.jpg,,,https://en.wikipedia.org/wiki/Baidyanath_Temple
Q109232621,Rajasthan,27.096111,76.288056,Gopinath Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/A%20temple%20at%20bhangarh...%20witness%20to%20all%20the%20stories.jpg?width=640,Gopinath,,,,,,,,"Gopinath Temple, Bhangarh",,http://commons.wikimedia.org/wiki/Special:FilePath/A%20temple%20at%20bhangarh...%20witness%20to%20all%20the%20stories.jpg?width=640,,,
Q109235253,Rajasthan,27.093889,76.290555,Mangla Devi Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mangla%20Devi%20Temple%2C%20Bhangarh.JPG?width=640,Devi,,,,,,,,"Mangla Devi Temple, Bhangarh",,http://commons.wikimedia.org/wiki/Special:FilePath/Mangla%20Devi%20Temple%2C%20Bhangarh.JPG?width=640,,,
Q109235361,Rajasthan,27.093167,76.290111,Keshav Rai Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Kesav%20Rai%20Temple%2C%20Bhangarh.JPG?width=640,,,,,,,,,"Keshav Rai Temple, Bhangarh",,http://commons.wikimedia.org/wiki/Special:FilePath/Kesav%20Rai%20Temple%2C%20Bhangarh.JPG?width=640,,,
Q109236021,Rajasthan,27.095167,76.286778,Somesvara Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/JaipurHeritageFort.jpg?width=640,Shiva,,,,,,,,"Somesvara Temple, Bhangarh",,http://commons.wikimedia.org/wiki/Special:FilePath/JaipurHeritageFort.jpg?width=640,,,
Q109246425,Rajasthan,27.096500,76.294750,Hanuman Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Hanuman%20temple%20bhangarh.jpg?width=640,,,,,,,,,"Hanuman Temple, Bhangarh",,http://commons.wikimedia.org/wiki/Special:FilePath/Hanuman%20temple%20bhangarh.jpg?width=640,,,
Q1092799,Maharashtra,20.024823,75.169930,Grishneshwar temple,घृष्णेश्वर मन्दिर,"கிரிஸ்னேஸ்வரர் கோயில், ஔரங்கபாத்",ఘృష్ణేశ్వర్ జ్వోతిర్లింగం,ಶ್ರೀ ಗೃಷ್ಣೇಶ್ವರ ಜ್ಯೋತಿರ್ಲಿಂಗ,ഘൃഷ്ണേശ്വർ,ঘৃষ্ণেশ্বর মন্দির,ଘୃଷ୍ଣେଶ୍ୱର ମନ୍ଦିର,घृष्णेश्वर,ઘૃષ્ણેશ્વર,http://commons.wikimedia.org/wiki/Special:FilePath/Grishneshwar%20temple%20in%20Aurangabad%20district.jpg?width=640,Shiva,,,,,,Monument of National Importance,,Grishneshwar Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Grishneshwar%20temple%20in%20Aurangabad%20district.jpg?width=640,,,https://en.wikipedia.org/wiki/Ghrishneshwar_Temple
