qid,state_name,lat,lon,name_en,name_hi,name_ta,name_te,name_kn,name_ml,name_bn,name_or,name_mr,name_gu,image_url,deity,religion,architecture_style,commissioned_by,founded_by,inception,heritage_status,inscription,commons_category,wiki_image_url,best_image_url,image_license,image_author,wikipedia_en
Q4901441,Odisha,20.368531,85.271711,Bhattarika Temple,,பட்டாரிக்கா கோயில்,భట్టారిక ఆలయం,,,,ଭଟ୍ଟାରିକା ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Bhattarika.JPG?width=640,,,,,,,,,Bhattarika Temple,https://upload.wikimedia.org/wikipedia/commons/7/71/Bhattarika.JPG,https://upload.wikimedia.org/wikipedia/commons/7/71/Bhattarika.JPG,CC BY-SA 4.0,Sujit kumar,https://en.wikipedia.org/wiki/Bhattarika_Temple
Q4915588,Odisha,20.833764,86.338145,Biraja Temple,बिराज मंदिर,,బిరాజా ఆలయం,,,বিরজা মন্দির,ବିରଜା ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Front%20view%20from%20left%20side%20of%20Viraja%28also%20named%20as%20Biraja%29%20Temple%20as%20per%20list%20of%20State%20Protected%20Monuments%20in%20Odisha.%20Serial%20Number%20S-OR-105.jpg?width=640,,,,,,,State Protected Monument,,Biraja Temple,https://upload.wikimedia.org/wikipedia/commons/a/a5/Biraja_Temple%2C_Jajpur%2C_Odisha%2C_India%2C_13th_century.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a5/Biraja_Temple%2C_Jajpur%2C_Odisha%2C_India%2C_13th_century.jpg,CC BY-SA 3.0,Odisha1,https://en.wikipedia.org/wiki/Biraja_Temple
Q4955611,Odisha,20.239722,85.851667,Brahmeswara Temple,ब्रह्मेश्वर मंदिर,பிரம்மேஸ்வரர் கோயில்,బ్రహ్మేశ్వర దేవాలయం (భువనేశ్వర్),ಬ್ರಹ್ಮಸ್ವರ ದೇವಸ್ಥಾನ,ബ്രഹ്മേശ്വര ക്ഷേത്രം,ব্রহ্মেশ্বর মন্দির,ବ୍ରହ୍ମେଶ୍ୱର ମନ୍ଦିର,ब्रह्मेश्वर मंदिर,,http://commons.wikimedia.org/wiki/Special:FilePath/Brahmeswara%20temple%20Bhubaneswar%20%281%29.jpg?width=640,,,,,,,Monument of National Importance,,Brahmeswara Temple,https://upload.wikimedia.org/wikipedia/commons/0/0d/Brahmeswar_Temple%2C_Bhubaneswar.JPG,https://upload.wikimedia.org/wikipedia/commons/0/0d/Brahmeswar_Temple%2C_Bhubaneswar.JPG,CC BY-SA 3.0,Udayakuni,https://en.wikipedia.org/wiki/Brahmeswara_Temple
Q4984940,Odisha,20.271287,85.783753,Ram Mandir,,,"రామ మందిర్, జనపథ్",ರಾಮ ಮಂದಿರ,,"রাম মন্দির, ভুবনেশ্বর",ରାମ ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Ram%20Mandir%2C%20Bhubaneswar.jpg?width=640,,,,,,,,,"Ram Mandir, Bhubaneswar",https://upload.wikimedia.org/wikipedia/commons/5/51/Ram_Mandir%2C_Bhubaneswar.jpg,https://upload.wikimedia.org/wikipedia/commons/5/51/Ram_Mandir%2C_Bhubaneswar.jpg,CC BY-SA 3.0,ଜଗଦୀଶ ଉତ୍ତରକବାଟ,"https://en.wikipedia.org/wiki/Ram_Mandir,_Bhubaneswar"
Q5069919,Odisha,20.246667,85.857778,Champakesvara Siva Temple,चम्पकेश्वर शिव मंदिर,,చంపకేశ్వర శివాలయం,ಚಂಪಾಕೇಶ್ವರ ಶಿವ ದೇವಾಲಯ,,চম্পকেশ্বর শিবমন্দির,ଚମ୍ପକେଶ୍ୱର ଶିବ ମନ୍ଦିର,चंपकेश्वर शिव मंदिर,,http://commons.wikimedia.org/wiki/Special:FilePath/Champakesvara%20Siva%20Temple.jpg?width=640,Shiva,Hinduism,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/00/Champakesvara_Siva_Temple.jpg,https://upload.wikimedia.org/wikipedia/commons/0/00/Champakesvara_Siva_Temple.jpg,FAL,Dr. Sadasiba Pradhan,https://en.wikipedia.org/wiki/Champakesvara_Siva_Temple
Q5074165,Odisha,,,Charchika Temple,,,,,,,ଚର୍ଚ୍ଚିକା ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Charchika%20chamunda.jpg?width=640,,,,,,,,,Charchika Temple,https://upload.wikimedia.org/wikipedia/commons/3/39/Charchika_chamunda.jpg,https://upload.wikimedia.org/wikipedia/commons/3/39/Charchika_chamunda.jpg,CC BY 3.0,Nayansatya,https://en.wikipedia.org/wiki/Charchika_Temple
Q5074316,Odisha,20.874982,84.205380,Chari sambhu temple,,,,,,,ଚାରି ଶମ୍ଭୁ ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Chari%20Sambhu%20Temple.jpg?width=640,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c6/Chari_Sambhu_Temple.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/Chari_Sambhu_Temple.jpg,CC BY-SA 4.0,Ajkumar,https://en.wikipedia.org/wiki/Chari_Sambhu_Temple
Q5101322,Odisha,20.250000,85.838889,Chintamanisvara Siva Temple,चिंतामणीश्वर मंदिर,,చింతామణీశ్వరాలయం,ಚಿಂತಮಾನಸ್ವರ ಶಿವ ದೇವಸ್ಥಾನ,,চিন্তামণিশ্বর শিবমন্দির,ଚିନ୍ତାମଣିଶ୍ୱର ଶିବ ମନ୍ଦିର,चिंतामणीश्वर मंदिर,,http://commons.wikimedia.org/wiki/Special:FilePath/Chintamanisvara%20Siva%20Temple.jpg?width=640,Shiva,Hinduism,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b1/Chintamanisvara_Siva_Temple.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b1/Chintamanisvara_Siva_Temple.jpg,FAL,Dr. Sadasiba Pradhan,https://en.wikipedia.org/wiki/Chintamanisvara_Siva_Temple
Q5268662,Odisha,20.198333,85.844722,Dhabaleswar,,,,,,,ଧବଳେଶ୍ଵର ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Dhabaleswar%20Temple.JPG?width=640,Shiva,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/fd/Dhabaleswar_Temple.JPG,https://upload.wikimedia.org/wikipedia/commons/f/fd/Dhabaleswar_Temple.JPG,CC BY-SA 4.0,Nirmalbarik,https://en.wikipedia.org/wiki/Dhabaleswar_Temple
Q5275550,Odisha,20.261944,85.786111,"Digambara Jaina Temple, Khandagiri",,,,,,,"ଦିଗମ୍ବର ଜୈନ ମନ୍ଦିର , ଖଣ୍ଡଗିରୀ",,,http://commons.wikimedia.org/wiki/Special:FilePath/Digambara.png?width=640,,,,,,,,,Jain temple in Khandagiri,https://upload.wikimedia.org/wikipedia/commons/6/66/Digambara.png,https://upload.wikimedia.org/wikipedia/commons/6/66/Digambara.png,CC BY-SA 3.0,Swymprva,"https://en.wikipedia.org/wiki/Digambara_Jain_temple,_Khandagiri"
Q5288835,Odisha,20.243055,85.834444,Dolagovinda Siva Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Dolagobinda%20Shiva%20Temple%2C%20Bhubaneswar.jpg?width=640,Shiva,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/96/Dolagobinda_Shiva_Temple%2C_Bhubaneswar.jpg,https://upload.wikimedia.org/wikipedia/commons/9/96/Dolagobinda_Shiva_Temple%2C_Bhubaneswar.jpg,CC BY-SA 4.0,Prateek Pattanaik,https://en.wikipedia.org/wiki/Dolagovinda_Siva_Temple
Q5316395,Odisha,20.069736,86.125287,"Durga Temple, Motia",,,,,,,"ଦୁର୍ଗା ମନ୍ଦିର, ମୋଟିଆଁ",,,http://commons.wikimedia.org/wiki/Special:FilePath/Durga%20Temple%20Motia.jpg?width=640,,,Kalinga architecture,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/de/Durga_Temple_Motia.jpg,https://upload.wikimedia.org/wikipedia/commons/d/de/Durga_Temple_Motia.jpg,CC BY-SA 4.0,Prateek Pattanaik,"https://en.wikipedia.org/wiki/Durga_Temple,_Motia"
Q5451747,Odisha,19.945370,85.820467,Sakhigopal Temple,,,,ಸಾಕ್ಷಿಗೋಪಾಲ್  ದೇವಾಲಯ,,,ସାକ୍ଷୀଗୋପାଳ ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Shree%20Gopalaji%20Temple%20%282%29.jpg?width=640,,,,,,,,,Sakhigopal Temple,https://upload.wikimedia.org/wikipedia/commons/1/19/Shree_Gopalaji_Temple.jpg,https://upload.wikimedia.org/wikipedia/commons/1/19/Shree_Gopalaji_Temple.jpg,CC BY-SA 4.0,Chinmayee Mishra,https://en.wikipedia.org/wiki/Sakhigopal_Mandir
Q5555637,Odisha,21.354690,83.919217,Ghanteswari Temple,घंटेश्वरी मंदिर,,,,,ঘন্টেশ্বরী মন্দির,ଘଣ୍ଟେଶ୍ଵରୀ ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Ghanteswari%20Temple%20%2818%29.jpg?width=640,,,,,,,,,Ghanteswari Temple,https://upload.wikimedia.org/wikipedia/commons/6/63/Ghanteswari_Temple_%2818%29.jpg,https://upload.wikimedia.org/wikipedia/commons/6/63/Ghanteswari_Temple_%2818%29.jpg,CC BY-SA 4.0,Aditya Mahar,https://en.wikipedia.org/wiki/Ghanteswari_Temple
Q5657930,Odisha,20.854406,82.860610,Harishankar Temple,,,,ಹರಿಶಂಕರ್ ದೇವಾಲಯ,,,ହରିଶଙ୍କର ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Harishankar%20Temple.jpg?width=640,,,,,,,,,Harishankar Temple,https://upload.wikimedia.org/wikipedia/commons/3/38/Harishankar_Temple.jpg,https://upload.wikimedia.org/wikipedia/commons/3/38/Harishankar_Temple.jpg,CC BY 3.0,AmitabhPatra,https://en.wikipedia.org/wiki/Harishankar_Temple
Q5717871,Odisha,19.489700,84.899800,Tara Tarini Temple,तारातारिणी मंदिर,,తారా తరిణి మందిర్,ತಾರಾತಾರಿಣೀ ಮಂದಿರ,,,ତାରାତାରିଣୀ ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Taratarini%20maa.jpg?width=640,,,,,,,,,Tara Tarini Temple,https://upload.wikimedia.org/wikipedia/commons/b/bb/Taratarini_maa.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bb/Taratarini_maa.jpg,CC BY 3.0,Nayansatya,https://en.wikipedia.org/wiki/Tara_Tarini_Mandir
Q60398736,Odisha,19.975735,86.037116,Gangeswari Temple,,,,,,গঙ্গেশ্বরী মন্দির,ଗଙ୍ଗେଶ୍ୱରୀ ଦେଉଳ,,,http://commons.wikimedia.org/wiki/Special:FilePath/Gangeswari%20Temple%2C%20Bayalisabati%2001.jpg?width=640,,,Kalinga architecture,,,,State Protected Monument,,"Gangeswari Temple, Bayalisabati",,http://commons.wikimedia.org/wiki/Special:FilePath/Gangeswari%20Temple%2C%20Bayalisabati%2001.jpg?width=640,CC BY-SA 4.0,Prateek Pattanaik,
Q60398769,Odisha,19.991792,86.010697,,,,,,,,ଶୋଭନେଶ୍ୱର ଦେଉଳ,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sobhaneswara%20Temple%2C%20Niali%2001.jpg?width=640,,,,,,,,,"Sobhaneswara Temple, Niali",,http://commons.wikimedia.org/wiki/Special:FilePath/Sobhaneswara%20Temple%2C%20Niali%2001.jpg?width=640,CC BY-SA 4.0,Prateek Pattanaik,
Q60400566,Odisha,20.239330,85.833503,Chitrakarini Temple,,,,,,,ଚିତ୍ରକାରିଣୀ ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Chitrakarini%20Temple%2C%20Bhubaneshwar%20%285%29.jpg?width=640,,,,,,,Monument of National Importance,,"Chitrakarini Temple, Bhubaneshwar",,http://commons.wikimedia.org/wiki/Special:FilePath/Chitrakarini%20Temple%2C%20Bhubaneshwar%20%285%29.jpg?width=640,CC BY 3.0 pl,Radosław Botev,
Q6078838,Odisha,20.253056,85.843333,Isanesvara Siva Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Isanesvara.jpg?width=640,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d2/Isanesvara.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d2/Isanesvara.jpg,FAL,Dr. Sadasiba Pradhan and team.,https://en.wikipedia.org/wiki/Isanesvara_Siva_Temple
Q6122164,Odisha,21.929161,86.723305,"Shri Shri Hari Baladev Jew Bije, Baripada",,,"జగన్నాథ దేవాలయం, బరిపడ",ಜಗನ್ನಾಥ್ ದೇವಾಲಯ ಬರಿಪದ,,,"ଜଗନ୍ନାଥ ମନ୍ଦିର, ବାରିପଦା",,,http://commons.wikimedia.org/wiki/Special:FilePath/Jagannath%20Temple%20baripada%203.jpg?width=640,,,,,,,,,"Shri Shri Hari Baladev Jew Bije, Baripada",https://upload.wikimedia.org/wikipedia/commons/7/71/Jagannath_Temple_baripada_3.jpg,https://upload.wikimedia.org/wikipedia/commons/7/71/Jagannath_Temple_baripada_3.jpg,CC BY-SA 3.0,Ansuman,"https://en.wikipedia.org/wiki/Shri_Shri_Hari_Baladev_Jew_Bije,_Baripada"
Q6122168,Odisha,19.804722,85.818333,"Jagannath Temple, Dharakote",,,,,,,"ଜଗନ୍ନାଥ ମନ୍ଦିର, ଧରାକୋଟ",,,http://commons.wikimedia.org/wiki/Special:FilePath/Dharakote%20jagannathemple.jpg?width=640,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/81/Dharakote_jagannathemple.jpg,https://upload.wikimedia.org/wikipedia/commons/8/81/Dharakote_jagannathemple.jpg,CC BY 3.0,Seklax,"https://en.wikipedia.org/wiki/Jagannath_Mandir,_Dharakot"
Q6366646,Odisha,20.682055,85.763092,Kapilash Temple,कपिलाश मंदिर,"சந்திரசேகர் கோவில் ,கபிலாஷ்",,,,কপিলাস মন্দির,କପିଳାସ ଶିବ ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Kapilas%20Chandrasekhar%20mahadev%20temple%20from%20hilltop.JPG?width=640,Shiva,,,,,,Monument of National Importance,,Kapilash Temple,https://upload.wikimedia.org/wikipedia/commons/a/a4/Kapilasa_temple_Dhenkanal_Odisha4.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a4/Kapilasa_temple_Dhenkanal_Odisha4.jpg,CC BY 3.0,Diptiman Panigrahi,https://en.wikipedia.org/wiki/Kapilash_Temple
Q6401720,Odisha,21.537722,86.879453,Khirachora Gopinatha Temple,खीराचोरा गोपीनाथ मन्दिर,,,ಖಿರಾಚಾರ ಗೋಪೀನಾಥ ದೇವಾಲಯ,,,କ୍ଷୀରଚୋରା ଗୋପୀନାଥ ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Khirachora%20Gopinatha%20Temple.jpg?width=640,,,,,,,State Protected Monument,,Khirachora Gopinatha Temple,https://upload.wikimedia.org/wikipedia/commons/1/15/Khirachora_Gopinatha_Temple.jpg,https://upload.wikimedia.org/wikipedia/commons/1/15/Khirachora_Gopinatha_Temple.jpg,CC BY-SA 3.0,Ansuman,https://en.wikipedia.org/wiki/Khirachora_Gopinatha_Temple
Q6404120,Odisha,21.553000,85.495000,Kichakeshwari Temple,,,కీచకేశ్వరి ఆలయం,,,কিচকেশ্বরী মন্দির,କୀଚକେଶ୍ଵରୀ ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Maa%20Kichakeswari%20temple%2C%20Khiching%2C%20Mayurbhanj%2C%20Odisha.jpg?width=640,,,,,,,State Protected Monument,,Kichakeshwari Temple,https://upload.wikimedia.org/wikipedia/commons/5/51/Khiching_Temple.jpg,https://upload.wikimedia.org/wikipedia/commons/5/51/Khiching_Temple.jpg,CC BY-SA 4.0,Dishabhagat07,https://en.wikipedia.org/wiki/Kichakeshwari_Temple
Q6467004,Odisha,20.256111,85.838333,Labesvara Siva Temple,लाबेसेवरा शिव मंदिर,,లబేశ్వర శివాలయం,ಲೇಬೇಸ್ವರ ಶಿವ ದೇವಸ್ಥಾನ,,লবেশ্বর শিব মন্দির,ଲବେଶ୍ୱର ଶିବ ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Labeswara%20or%20Labakeswara%20Temple.jpg?width=640,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/1f/Labeswara_or_Labakeswara_Temple.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1f/Labeswara_or_Labakeswara_Temple.jpg,CC BY-SA 4.0,Prateek Pattanaik,https://en.wikipedia.org/wiki/Labesvara_Siva_Temple
Q6469809,Odisha,20.032038,85.085007,Ladoo Baba Temple,,,,,,,ଲଡୁବାବା ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Ladubaba%20temple%20%282%29.jpg?width=640,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/4c/Ladubaba_temple_%282%29.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4c/Ladubaba_temple_%282%29.jpg,CC BY-SA 4.0,Ashutoshatm9438,https://en.wikipedia.org/wiki/Laddu_Baba_Temple
Q6479573,Odisha,20.684194,86.645972,Lakhmi Varaha Temple,,,,ಲಕ್ಹ್ಮೀ  ವರಾಹ  ದೇವಾಲಯ,,,ଲକ୍ଷ୍ମୀ ବରାହ ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Barahji%20Mandira%20Alli.jpg?width=640,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c8/Barahji_Mandira_Alli.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c8/Barahji_Mandira_Alli.jpg,CC BY-SA 4.0,Lalat14,https://en.wikipedia.org/wiki/Lakhmi_Varaha_Temple
Q6504454,Odisha,19.803493,85.801156,Lokanatha Temple,,,,ಲೋಕನಾಥ  ದೇವಾಲಯ,,লোকনাথ মন্দির,ଲୋକନାଥ ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Lokanath%20temple.jpeg?width=640,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/55/Lokanath_temple.jpeg,https://upload.wikimedia.org/wikipedia/commons/5/55/Lokanath_temple.jpeg,Public domain,Abha S Pradhan,https://en.wikipedia.org/wiki/Lokanatha_Temple
Q6507156,Odisha,21.280673,83.912484,Leaning Temple of Huma,,,,,,,ବିମଳେଶ୍ଵର ଦେଉଳ,झुकलेले हुमाचे मंदिर,,http://commons.wikimedia.org/wiki/Special:FilePath/Leaning%20Temple%20Huma.jpg?width=640,Shiva,,,,,,Sambalpur district,,,https://upload.wikimedia.org/wikipedia/commons/2/2a/Leaning_Temple_Huma.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2a/Leaning_Temple_Huma.jpg,CC BY-SA 4.0,Rajeshjena453,https://en.wikipedia.org/wiki/Leaning_Temple_of_Huma
Q6507638,Odisha,20.238333,85.833611,Rajarani Temple,राजारानी मंदिर,ராஜாராணி கோயில்,రాజారాణి ఆలయం,ರಾಜರಾಣಿ ದೇವಾಲಯ,രാജരാണി ക്ഷേത്രം,রাজারাণী মন্দির,ରାଜାରାଣୀ ମନ୍ଦିର,राजाराणी मंदिर,,http://commons.wikimedia.org/wiki/Special:FilePath/RajaRani-Bhubaneswar-Odisha-Dsc001.jpg?width=640,Shiva,Hinduism,,,,,Monument of National Importance,,Rajarani Temple,https://upload.wikimedia.org/wikipedia/commons/9/9b/Rajarani_Temple_2.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9b/Rajarani_Temple_2.jpg,CC BY-SA 3.0,Amartyabag,https://en.wikipedia.org/wiki/Rajarani_Temple
Q6507707,Odisha,20.250000,85.833333,Rameshwar Deula,,,రామేశ్వర దేవళం,ರಾಮೇಶ್ವರ್ ಡ್ಯೂಲಾ,രാമേശ്വരം ക്ഷേത്രം,রামেশ্বর দেউল,ରାମେଶ୍ଵର ମନ୍ଦିର,रामेश्वर मंदिर,,http://commons.wikimedia.org/wiki/Special:FilePath/Rameswar%20Deula%20%287%29.jpg?width=640,,,,,,,Monument of National Importance,,Rameswar temple,https://upload.wikimedia.org/wikipedia/commons/8/87/Rameshwar_lingaraja.jpg,https://upload.wikimedia.org/wikipedia/commons/8/87/Rameshwar_lingaraja.jpg,CC BY 3.0,myself,https://en.wikipedia.org/wiki/Rameshwar_Deula
Q65321235,Odisha,20.245300,85.842500,Talesavara Siva Temple – II,,,తాళేశ్వర శివాలయం - II,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Talesavara%20Siva%20temple-II.png?width=640,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/05/Talesavara_Siva_temple-II.png,https://upload.wikimedia.org/wikipedia/commons/0/05/Talesavara_Siva_temple-II.png,FAL,Dr. Sadasiba Pradhan and team.,https://en.wikipedia.org/wiki/Talesavara_Siva_Temple_%E2%80%93_II
Q6668599,Odisha,20.256111,85.838333,Bhaskareswar Temple,,,,ಭಸ್ಕರೆಶ್ವರ ದೇವಸ್ಥಾನ,,ভাস্করেশ্বর মন্দির,ଭାସ୍କରେଶ୍ୱର ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Bhaskareswar%20Temple%20Bhubaneswar%20Odisha%20File2.jpg?width=640,Shiva,,,,,,Monument of National Importance,,Bhaskareswar temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Bhaskareswar%20Temple%20Bhubaneswar%20Odisha%20File2.jpg?width=640,CC BY-SA 4.0,রবিরশ্মি রায়,
Q6733572,Odisha,20.850000,86.333333,Mahavinayak Temple,,,మహావినాయక దేవాలయం,,,,ମହାବିନାୟକ ଦେଉଳ,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mahabinayak%20temple.jpg?width=640,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/41/Mahabinayak_temple.jpg,https://upload.wikimedia.org/wikipedia/commons/4/41/Mahabinayak_temple.jpg,CC BY-SA 3.0,Kamalakanta777,https://en.wikipedia.org/wiki/Mahavinayak_Temple
Q6737771,Odisha,19.160034,83.407790,Majhighariani Temple,,,మజ్జి గౌరమ్మ దేవాలయం,ಮ್ಜಹಿಘರಿಯಾನಿ  ದೇವಾಲಯ,,,ମଝିଘରିଆଣୀ ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Maa%20Majigouri.jpg?width=640,,,,,,,,,Majhighariani Temple,https://upload.wikimedia.org/wikipedia/commons/8/83/Maa_Sri_Majhigauri.jpg,https://upload.wikimedia.org/wikipedia/commons/8/83/Maa_Sri_Majhigauri.jpg,CC BY-SA 4.0,Hiranyabaahu,https://en.wikipedia.org/wiki/Majhighariani_Temple
Q6748697,Odisha,20.243889,85.843889,Mangalesvara Siva Temple,,,మంగళేశ్వర శివాలయం,ಮಂಗಲೇಶ್ವರ ಶಿವ ದೇವಸ್ಥಾನ,,মঙ্গলেশ্বর শিব মন্দির,ମଙ୍ଗଳେଶ୍ଵର ଶିବ ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mangalesvara%20Siva%20Temple..png?width=640,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/58/Mangalesvara_Siva_Temple..png,https://upload.wikimedia.org/wikipedia/commons/5/58/Mangalesvara_Siva_Temple..png,FAL,Dr. Sadasiba Pradhan and team,https://en.wikipedia.org/wiki/Mangalesvara_Siva_Temple
Q6749618,Odisha,19.905996,83.169380,Manikeshwari Temple,,,,,,,ମାଣିକେଶ୍ଵରୀ ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/ManikeswarTemple.jpg?width=640,Manikeswari,,,,,,,,Manikeshwari Temple,https://upload.wikimedia.org/wikipedia/commons/b/b0/ManikeswarTemple.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b0/ManikeswarTemple.jpg,CC BY-SA 4.0,Sangram Keshari Senapati,https://en.wikipedia.org/wiki/Manikeshwari_Temple
Q6762570,Odisha,21.558317,86.752767,Marichi Temple,,,,,,,ମାରିଚୀ ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Marichi%20temple%20Baleswar%20Odisha.jpg?width=640,,,,,,,,,Marichi Temple,https://upload.wikimedia.org/wikipedia/commons/4/46/Marichi_temple_Baleswar_Odisha.jpg,https://upload.wikimedia.org/wikipedia/commons/4/46/Marichi_temple_Baleswar_Odisha.jpg,CC BY-SA 3.0,Subhasisa Panigahi,https://en.wikipedia.org/wiki/Marichi_Temple
Q67648120,Odisha,20.895796,82.827939,Nrusinghanath Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/NrusinghnathShrine.JPG?width=640,,,,,,,State Protected Monument,,Nrusinghanath Temple,https://upload.wikimedia.org/wikipedia/commons/1/1b/Nrusinghanath_Temple.JPG,https://upload.wikimedia.org/wikipedia/commons/1/1b/Nrusinghanath_Temple.JPG,CC BY-SA 3.0,Sukantasarangi1,https://en.wikipedia.org/wiki/Nrusinghanath_Temple
Q7036869,Odisha,20.364629,85.195096,Nilamadhav Temple,,,,,,"নীলমাধব মন্দির, ওড়িশা",ନୀଳମାଧବ ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Lord%20Nilamadhaba%20Temple%2C%20Kantilo%2C%2002.jpg?width=640,,,,,,,,,Nilamadhav Temple,https://upload.wikimedia.org/wikipedia/commons/b/b2/Lord_Nilamadhaba_Temple%2C_Kantilo%2C_02.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b2/Lord_Nilamadhaba_Temple%2C_Kantilo%2C_02.jpg,CC BY-SA 3.0,Krupasindhu Muduli,https://en.wikipedia.org/wiki/Nilamadhav_Temple
Q7067539,Odisha,,,Nrusinghanath Temple,,,,,,,ନୃସିଂହନାଥ ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Nrusinghanath%20Temple.JPG?width=640,,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Nrusinghanath%20Temple.JPG?width=640,CC BY-SA 3.0,Sukantasarangi1,
Q7077900,Odisha,20.025691,84.980964,Odogaon Raghunath Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sri%20raghunath%20jew%20temple%20-%205.jpg?width=640,,,,,,,,,Odagaon Raghunath Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Sri%20raghunath%20jew%20temple%20-%205.jpg?width=640,CC BY-SA 4.0,"[[User Bind mahapatra panda

Call 9938373266,9337666268]]",https://en.wikipedia.org/wiki/Odogaon_Raghunath_Temple
Q7121522,Odisha,20.249722,85.842778,Pabaneswara Temple,पबनेस्वर मंदिर,,పబనేశ్వర శివాలయం,ಪಬನೇಶ್ವರ ದೇವಾಲಯ,,পবনেশ্বর মন্দির,ପବନେଶ୍ୱର ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pabaneswara%201.jpg?width=640,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/de/Pabaneswara_1.jpg,https://upload.wikimedia.org/wikipedia/commons/d/de/Pabaneswara_1.jpg,FAL,Dr. Sadasiba Pradhan,https://en.wikipedia.org/wiki/Pabaneswara_Temple
